Job Title,Company,Location,Education,Experience,Deadline
Gynaecologist/ Specialist Gynae & Obs.,LIFE GENERAL HOSPITAL LTD.,Faridganj,Bachelor of Medicine and Bachelor of Surgery(MBBS)Bachelor of Medicine and Bachelor of ...,At least 1 year(s),31 Aug 2023
এমবিবিএস চিকিৎসক,জেলা সশস্ত্র বাহিনী বোর্ড কুমিল্লা,কুমিল্লা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
পরিচালক (প: ও উ:),জাহাঙ্গীরনগর বিশ্ববিদ্যালয়,সাভার,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
পরিচালক (শারীরিক শিক্ষা),জাহাঙ্গীরনগর বিশ্ববিদ্যালয়,সাভার,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
পরিচালক (জনসংযোগ),জাহাঙ্গীরনগর বিশ্ববিদ্যালয়,সাভার,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
প্রধান প্রকৌশলী,জাহাঙ্গীরনগর বিশ্ববিদ্যালয়,সাভার,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
চীফ মেডিকেল অফিসার,জাহাঙ্গীরনগর বিশ্ববিদ্যালয়,সাভার,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
কম্পট্রোলার,জাহাঙ্গীরনগর বিশ্ববিদ্যালয়,সাভার,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
রেজিস্ট্রার,জাহাঙ্গীরনগর বিশ্ববিদ্যালয়,সাভার,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
পরিচালক (অর্থ ‍ও হিসাব),"বঙ্গবন্ধু শেখ মুজিবুর রহমান বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়, গোপালগঞ্জ",গোপালগঞ্জ,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
পরিচালক (পউও),"বঙ্গবন্ধু শেখ মুজিবুর রহমান বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়, গোপালগঞ্জ",গোপালগঞ্জ,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সহকারী অধ্যাপক / প্রভাষক,"বঙ্গবন্ধু শেখ মুজিবুর রহমান বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়, গোপালগঞ্জ",গোপালগঞ্জ,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
অফিস সহায়ক,স্থাপত্য অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সহকারী মডেল মেকার,স্থাপত্য অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
গাড়ীচালক,স্থাপত্য অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
GM / DGM - Corporate Sales,Rupayan Group,Gulshan,"At least 14 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 14 year(s),31 Aug 2023
Senior Designer - Design Studio (Knit Garments),Epyllion Group,Tejgaon,"At least 6 year(s)
                                                        






 Deadline: 

31 Aug 2023",At least 6 year(s),31 Aug 2023
ডিজিটাল মার্কেটিং/অনলাইন কাস্টমার সার্ভিস - এক্সিকিউটিভ,YZ Fashion,বাড্ডা,"1 to 4 year(s)
                                                        






 Deadline: 

31 Aug 2023",1 to 4 year(s),31 Aug 2023
সুইং/কাটিং অপারেটর,YZ Fashion,বাড্ডা,1 to 4 year(s),null,o 4 year(s)
M/S RH Corporation,Anywhere in Bangladesh,The candidate needs to be minimum diploma/graduate in related fields of studies from any ...,At least 1 year(s),null,t 1 year(s)
সহকারী টেলিফোন অপারেটর,স্থাপত্য অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
লাইব্রেরিয়ান,স্থাপত্য অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
লাইব্রেরী এ্যাসিসটেন্ট,মাদ্রাসা শিক্ষা অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
কম্পিউটার অপারেটর কাম ল্যাব এ্যাসিসটেন্ট,মাদ্রাসা শিক্ষা অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
কেয়ারটেকার কাম স্টোর কিপার,মাদ্রাসা শিক্ষা অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
কম্পিউটার অপারেটর,মাদ্রাসা শিক্ষা অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
মেডিক্যাল এ্যাসিসটেন্ট,মাদ্রাসা শিক্ষা অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
ডাটা এন্ট্রি অপারেটর,মাদ্রাসা শিক্ষা অধিদপ্তর,ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
প্রভাষক ইংরেজি,বঙ্গবন্ধু শেখ মুজিবুর রহমান অ্যাভিয়েশন অ্যান্ড অ্যারোস্পেস বিশ্ববিদ্যালয়,তেজগাঁও,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
প্রভাষক ইঞ্জিনিয়ারিং,বঙ্গবন্ধু শেখ মুজিবুর রহমান অ্যাভিয়েশন অ্যান্ড অ্যারোস্পেস বিশ্ববিদ্যালয়,তেজগাঁও,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
অফিস সহায়ক,"অর্থনৈতিক সম্পর্ক বিভাগ, অর্থ মন্ত্রণালয়",ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
অফিস সহকারী কাম কম্পিউটার মুদ্রাক্ষরিক হিসাব কোষ,"অর্থনৈতিক সম্পর্ক বিভাগ, অর্থ মন্ত্রণালয়",ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
অফিস সহকারী কাম কম্পিউটার মুদ্রাক্ষরিক,"অর্থনৈতিক সম্পর্ক বিভাগ, অর্থ মন্ত্রণালয়",ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
ক্যাশিয়ার,"অর্থনৈতিক সম্পর্ক বিভাগ, অর্থ মন্ত্রণালয়",ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সাঁট মুদ্রাক্ষরিক কাম কম্পিউটার অপারেটর,"অর্থনৈতিক সম্পর্ক বিভাগ, অর্থ মন্ত্রণালয়",ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
কম্পিউটার অপারেটর,"অর্থনৈতিক সম্পর্ক বিভাগ, অর্থ মন্ত্রণালয়",ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
কেয়ার টেকার,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
ফটোগ্রাফার,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
উর্ধ্বতন ফটোগ্রাফার,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সাব-কন্ট্রাকটিং কর্মকর্তা,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
প্রকাশনা কর্মকর্তা,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
উর্ধ্বতন সমন্বয় কর্মকর্তা,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সহকারী প্রকৌশলী,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
শিল্পনগরী কর্মকর্তা,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
প্রোগ্রামার,বাংলাদেশ ক্ষুদ্র ও কুটির শিল্প করপোরেশন (বিসিক),ঢাকা,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
অফিস সহকারী কাম ক্যাশিয়ার কাম কম্পিউটার অপারেটর,মধ্যপাড়া গ্রানাইট মাইন স্কুল,দিনাজপুর,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সহকারী শিক্ষক (প্রাথমিক স্তর),মধ্যপাড়া গ্রানাইট মাইন স্কুল,দিনাজপুর,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সহকারী হিসাবরক্ষক ও প্রশাসনিক কর্মকর্তা,মধ্যপাড়া গ্রানাইট মাইন স্কুল,দিনাজপুর,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সহকারী শিক্ষক (ধর্ম),মধ্যপাড়া গ্রানাইট মাইন স্কুল,দিনাজপুর,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
সহকারী শিক্ষক (তথ্য ও যোগাযোগ প্রযুক্তি),মধ্যপাড়া গ্রানাইট মাইন স্কুল,দিনাজপুর,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
"সহকারী শিক্ষক (পদার্থ-১, রসায়ন-১, বাংলা-১)",মধ্যপাড়া গ্রানাইট মাইন স্কুল,দিনাজপুর,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
অফিস সহায়ক,"পুলিশ সুপারের কার্যালয়, বরিশাল",বরিশাল,"Na
                                                        






 Deadline: 

31 Aug 2023",null,Na
